"Iteration"	"sampleSize"	"movieName"	"grain"	"testCond"	"surpriseIndex"
1	8	"Corn"	"c"	"random"	2.67985762130806
1	8	"Corn"	"c"	"crossMov"	2.76980439432767
1	8	"Corn"	"f"	"sample"	4.83588043286538
1	8	"Corn"	"f"	"random"	1.57457231628423
1	8	"Corn"	"f"	"crossMov"	1.93225348911033
1	8	"3Iron"	"c"	"sample"	3.77741248768572
1	8	"3Iron"	"c"	"random"	1.79493432828094
1	8	"3Iron"	"c"	"crossMov"	1.55740269830891
1	8	"3Iron"	"f"	"sample"	7.09914436941256
1	8	"3Iron"	"f"	"random"	2.70780596497001
1	8	"3Iron"	"f"	"crossMov"	1.7634707676269
1	10	"Corn"	"c"	"sample"	6.85270059533766
1	10	"Corn"	"c"	"random"	3.0793117172662
1	10	"Corn"	"c"	"crossMov"	3.06819364889446
1	10	"Corn"	"f"	"sample"	6.57047539502972
1	10	"Corn"	"f"	"random"	1.65880512130556
1	10	"Corn"	"f"	"crossMov"	1.14084203973232
1	10	"3Iron"	"c"	"sample"	4.98671313400718
1	10	"3Iron"	"c"	"random"	2.45546270212568
1	10	"3Iron"	"c"	"crossMov"	2.60532040305508
1	10	"3Iron"	"f"	"sample"	6.50780445853711
1	10	"3Iron"	"f"	"random"	1.65296642485742
1	10	"3Iron"	"f"	"crossMov"	2.15587971926247
1	12	"Corn"	"c"	"sample"	5.48814369032732
1	12	"Corn"	"c"	"random"	2.16262349602496
1	12	"Corn"	"c"	"crossMov"	1.87210961728025
1	12	"Corn"	"f"	"sample"	9.92115612453597
1	12	"Corn"	"f"	"random"	0.730101622907498
1	12	"Corn"	"f"	"crossMov"	1.63640651644919
1	12	"3Iron"	"c"	"sample"	7.50886437788867
1	12	"3Iron"	"c"	"random"	2.67166308169922
1	12	"3Iron"	"c"	"crossMov"	2.01729566525348
1	12	"3Iron"	"f"	"sample"	8.90623248531746
1	12	"3Iron"	"f"	"random"	2.06934477444452
1	12	"3Iron"	"f"	"crossMov"	1.03819294775465
1	14	"Corn"	"c"	"sample"	6.49516710839764
1	14	"Corn"	"c"	"random"	2.3460889364224
1	14	"Corn"	"c"	"crossMov"	2.76750216509982
1	14	"Corn"	"f"	"sample"	8.00007284976918
1	14	"Corn"	"f"	"random"	1.52566291913594
1	14	"Corn"	"f"	"crossMov"	1.23209063334394
1	14	"3Iron"	"c"	"sample"	3.78852425967937
1	14	"3Iron"	"c"	"random"	1.73218341426271
1	14	"3Iron"	"c"	"crossMov"	1.47376800442593
1	14	"3Iron"	"f"	"sample"	7.13290807874353
1	14	"3Iron"	"f"	"random"	1.45140676205772
1	14	"3Iron"	"f"	"crossMov"	2.13132308987542
1	16	"Corn"	"c"	"sample"	5.88576326441308
1	16	"Corn"	"c"	"random"	1.51557711265116
1	16	"Corn"	"c"	"crossMov"	1.39248781312368
1	16	"Corn"	"f"	"sample"	6.74461623108239
1	16	"Corn"	"f"	"random"	1.19115273593366
1	16	"Corn"	"f"	"crossMov"	1.57569094422877
1	16	"3Iron"	"c"	"sample"	6.00901165968287
1	16	"3Iron"	"c"	"random"	1.76863909419013
1	16	"3Iron"	"c"	"crossMov"	1.59201469286595
1	16	"3Iron"	"f"	"sample"	8.73166245730102
1	16	"3Iron"	"f"	"random"	0.888315824069112
1	16	"3Iron"	"f"	"crossMov"	1.38993824639341
1	18	"Corn"	"c"	"sample"	8.24823057116293
1	18	"Corn"	"c"	"random"	2.10442218699065
1	18	"Corn"	"c"	"crossMov"	1.69047335098169
1	18	"Corn"	"f"	"sample"	8.9537392404431
1	18	"Corn"	"f"	"random"	1.58740844814296
1	18	"Corn"	"f"	"crossMov"	2.2460700578941
1	18	"3Iron"	"c"	"sample"	3.83808321611388
1	18	"3Iron"	"c"	"random"	1.60690989385395
1	18	"3Iron"	"c"	"crossMov"	2.43724453529919
1	18	"3Iron"	"f"	"sample"	9.32111111320923
1	18	"3Iron"	"f"	"random"	1.34326161493821
1	18	"3Iron"	"f"	"crossMov"	1.82511637481646
1	20	"Corn"	"c"	"sample"	7.19661365195759
1	20	"Corn"	"c"	"random"	1.71875010419487
1	20	"Corn"	"c"	"crossMov"	1.89944345546154
1	20	"Corn"	"f"	"sample"	8.60619600422008
1	20	"Corn"	"f"	"random"	1.82255199691199
1	20	"Corn"	"f"	"crossMov"	1.13162139679367
1	20	"3Iron"	"c"	"sample"	4.54956218622853
1	20	"3Iron"	"c"	"random"	2.07059836330022
1	20	"3Iron"	"c"	"crossMov"	2.33800985069466
1	20	"3Iron"	"f"	"sample"	7.04341127012585
1	20	"3Iron"	"f"	"random"	0.943140151522136
1	20	"3Iron"	"f"	"crossMov"	1.65341723935025
1	22	"Corn"	"c"	"sample"	11.0478163549395
1	22	"Corn"	"c"	"random"	1.84475559254851
1	22	"Corn"	"c"	"crossMov"	1.58509476479669
1	22	"Corn"	"f"	"sample"	12.8823869717117
1	22	"Corn"	"f"	"random"	1.34157725877266
1	22	"Corn"	"f"	"crossMov"	2.6603660880779
1	22	"3Iron"	"c"	"sample"	5.01384796240951
1	22	"3Iron"	"c"	"random"	1.70492278509628
1	22	"3Iron"	"c"	"crossMov"	2.01985203786818
1	22	"3Iron"	"f"	"sample"	12.6446995005231
1	22	"3Iron"	"f"	"random"	2.02656465958148
1	22	"3Iron"	"f"	"crossMov"	2.28275584050524
1	24	"Corn"	"c"	"sample"	7.98078781910819
1	24	"Corn"	"c"	"random"	2.46181604462547
1	24	"Corn"	"c"	"crossMov"	2.33647052233046
1	24	"Corn"	"f"	"sample"	12.7292191767265
1	24	"Corn"	"f"	"random"	1.4598359300081
1	24	"Corn"	"f"	"crossMov"	1.35245073540047
1	24	"3Iron"	"c"	"sample"	7.2694270869063
1	24	"3Iron"	"c"	"random"	2.50999503137218
1	24	"3Iron"	"c"	"crossMov"	1.95301560654338
1	24	"3Iron"	"f"	"sample"	9.52931503849872
1	24	"3Iron"	"f"	"random"	1.15141479566305
1	24	"3Iron"	"f"	"crossMov"	1.48220258039424
1	26	"Corn"	"c"	"sample"	8.26658479099235
1	26	"Corn"	"c"	"random"	2.42018866313164
1	26	"Corn"	"c"	"crossMov"	1.70231971352882
1	26	"Corn"	"f"	"sample"	8.04725812206164
1	26	"Corn"	"f"	"random"	1.43811356769838
1	26	"Corn"	"f"	"crossMov"	1.17696243906528
1	26	"3Iron"	"c"	"sample"	5.06078439344726
1	26	"3Iron"	"c"	"random"	2.69273217952759
1	26	"3Iron"	"c"	"crossMov"	2.15788098482698
1	26	"3Iron"	"f"	"sample"	7.82657481688954
1	26	"3Iron"	"f"	"random"	1.45603234118462
1	26	"3Iron"	"f"	"crossMov"	1.92013224255173
1	28	"Corn"	"c"	"sample"	7.65989956692141
1	28	"Corn"	"c"	"random"	2.27374179092417
1	28	"Corn"	"c"	"crossMov"	1.92102574937502
1	28	"Corn"	"f"	"sample"	10.7172250252233
1	28	"Corn"	"f"	"random"	2.63865894563178
1	28	"Corn"	"f"	"crossMov"	1.36298815742256
1	28	"3Iron"	"c"	"sample"	8.15328794182771
1	28	"3Iron"	"c"	"random"	1.98389139715448
1	28	"3Iron"	"c"	"crossMov"	2.32658118369993
1	28	"3Iron"	"f"	"sample"	10.6653977712541
1	28	"3Iron"	"f"	"random"	1.19995282639423
1	28	"3Iron"	"f"	"crossMov"	1.41095042758029
1	30	"Corn"	"c"	"sample"	6.73559169308602
1	30	"Corn"	"c"	"random"	1.88439862347092
1	30	"Corn"	"c"	"crossMov"	2.08937235495226
1	30	"Corn"	"f"	"sample"	11.8825769243326
1	30	"Corn"	"f"	"random"	1.52339603811774
1	30	"Corn"	"f"	"crossMov"	0.837741506283054
1	30	"3Iron"	"c"	"sample"	6.07818980844328
1	30	"3Iron"	"c"	"random"	2.27972089703825
1	30	"3Iron"	"c"	"crossMov"	2.11395361284486
1	30	"3Iron"	"f"	"sample"	6.3878169983659
1	30	"3Iron"	"f"	"random"	1.48105810753181
1	30	"3Iron"	"f"	"crossMov"	1.77463237454921
1	32	"Corn"	"c"	"sample"	6.64321673646503
1	32	"Corn"	"c"	"random"	2.02455384340522
1	32	"Corn"	"c"	"crossMov"	1.89086614161389
1	32	"Corn"	"f"	"sample"	11.7418731204745
1	32	"Corn"	"f"	"random"	1.36782188163597
1	32	"Corn"	"f"	"crossMov"	1.05801225892725
1	32	"3Iron"	"c"	"sample"	6.63960430881381
1	32	"3Iron"	"c"	"random"	1.81022453588396
1	32	"3Iron"	"c"	"crossMov"	2.37982040721738
1	32	"3Iron"	"f"	"sample"	8.04411643674838
1	32	"3Iron"	"f"	"random"	1.88501912662578
1	32	"3Iron"	"f"	"crossMov"	1.4015617695902
2	2	"Corn"	"c"	"sample"	1.31220647807884
2	2	"Corn"	"c"	"random"	2.49482564911713
2	2	"Corn"	"c"	"crossMov"	1.48681418880503
2	2	"Corn"	"f"	"sample"	0.749237094089563
2	2	"Corn"	"f"	"random"	3.79557291248394
2	2	"Corn"	"f"	"crossMov"	1.11954735957658
2	2	"3Iron"	"c"	"sample"	2.09150331579944
2	2	"3Iron"	"c"	"random"	3.40774304705171
2	2	"3Iron"	"c"	"crossMov"	3.03040215346363
2	2	"3Iron"	"f"	"sample"	1.40835140562979
2	2	"3Iron"	"f"	"random"	0.894134541011346
2	2	"3Iron"	"f"	"crossMov"	1.50107678674088
2	4	"Corn"	"c"	"sample"	4.06044048482585
2	4	"Corn"	"c"	"random"	2.77717138747275
2	4	"Corn"	"c"	"crossMov"	2.59669575285258
2	4	"Corn"	"f"	"sample"	7.62652820937519
2	4	"Corn"	"f"	"random"	1.31975462423738
2	4	"Corn"	"f"	"crossMov"	1.75131087810749
2	4	"3Iron"	"c"	"sample"	2.19041256772497
2	4	"3Iron"	"c"	"random"	2.1302700905954
2	4	"3Iron"	"c"	"crossMov"	3.29951353287506
2	4	"3Iron"	"f"	"sample"	2.40829545130712
2	4	"3Iron"	"f"	"random"	2.10982430101005
2	4	"3Iron"	"f"	"crossMov"	3.75811723297033
2	6	"Corn"	"c"	"sample"	4.25751267598291
2	6	"Corn"	"c"	"random"	1.73359299772695
2	6	"Corn"	"c"	"crossMov"	2.20779569702081
2	6	"Corn"	"f"	"sample"	4.57158458861435
2	6	"Corn"	"f"	"random"	1.61960494430953
2	6	"Corn"	"f"	"crossMov"	1.12245381966797
2	6	"3Iron"	"c"	"sample"	1.84257925822794
2	6	"3Iron"	"c"	"random"	1.44306420687927
2	6	"3Iron"	"c"	"crossMov"	1.5489194795587
2	6	"3Iron"	"f"	"sample"	4.434950487248
2	6	"3Iron"	"f"	"random"	1.00612111058087
2	6	"3Iron"	"f"	"crossMov"	1.68947185340524
2	8	"Corn"	"c"	"sample"	2.66583730762702
2	8	"Corn"	"c"	"random"	2.5002188303142
2	8	"Corn"	"c"	"crossMov"	2.33072604264177
2	8	"Corn"	"f"	"sample"	6.03099487763885
2	8	"Corn"	"f"	"random"	1.23945480360711
2	8	"Corn"	"f"	"crossMov"	1.74038863795881
2	8	"3Iron"	"c"	"sample"	2.72470117794168
2	8	"3Iron"	"c"	"random"	2.77608678353156
2	8	"3Iron"	"c"	"crossMov"	1.52374138710754
2	8	"3Iron"	"f"	"sample"	4.05116690310305
2	8	"3Iron"	"f"	"random"	2.37396043221817
2	8	"3Iron"	"f"	"crossMov"	0.814880575006267
2	10	"Corn"	"c"	"sample"	4.89841011993549
2	10	"Corn"	"c"	"random"	2.99838723088336
2	10	"Corn"	"c"	"crossMov"	2.01995718944504
2	10	"Corn"	"f"	"sample"	9.04409178178016
2	10	"Corn"	"f"	"random"	1.88913239004217
2	10	"Corn"	"f"	"crossMov"	0.93663659574934
2	10	"3Iron"	"c"	"sample"	3.80215979474039
2	10	"3Iron"	"c"	"random"	1.89553878970397
2	10	"3Iron"	"c"	"crossMov"	3.44799562574825
2	10	"3Iron"	"f"	"sample"	4.7394892839311
2	10	"3Iron"	"f"	"random"	2.1192958250358
2	10	"3Iron"	"f"	"crossMov"	2.77852655826045
2	12	"Corn"	"c"	"sample"	6.96964461243632
2	12	"Corn"	"c"	"random"	1.77673057345873
2	12	"Corn"	"c"	"crossMov"	2.16459388237684
2	12	"Corn"	"f"	"sample"	6.84672599592116
2	12	"Corn"	"f"	"random"	1.89592447308064
2	12	"Corn"	"f"	"crossMov"	1.69847425411953
2	12	"3Iron"	"c"	"sample"	2.98842326725499
2	12	"3Iron"	"c"	"random"	2.39030887058132
2	12	"3Iron"	"c"	"crossMov"	2.16494429544701
2	12	"3Iron"	"f"	"sample"	4.91948772623673
2	12	"3Iron"	"f"	"random"	2.05877084346715
2	12	"3Iron"	"f"	"crossMov"	0.912377092175249
2	14	"Corn"	"c"	"sample"	7.34049065849113
2	14	"Corn"	"c"	"random"	2.11746102138896
2	14	"Corn"	"c"	"crossMov"	3.35454307043993
2	14	"Corn"	"f"	"sample"	11.925884269615
2	14	"Corn"	"f"	"random"	1.82788573950804
2	14	"Corn"	"f"	"crossMov"	1.34518341740904
2	14	"3Iron"	"c"	"sample"	6.23755367115015
2	14	"3Iron"	"c"	"random"	3.33968628842833
2	14	"3Iron"	"c"	"crossMov"	1.94393751687327
2	14	"3Iron"	"f"	"sample"	8.19613209504478
2	14	"3Iron"	"f"	"random"	1.75078346439917
2	14	"3Iron"	"f"	"crossMov"	1.48166324169864
2	16	"Corn"	"c"	"sample"	8.65044072766322
2	16	"Corn"	"c"	"random"	2.56986222832264
2	16	"Corn"	"c"	"crossMov"	2.43253309525853
2	16	"Corn"	"f"	"sample"	6.54093132115041
2	16	"Corn"	"f"	"random"	1.29300737832974
2	16	"Corn"	"f"	"crossMov"	2.13109091880214
2	16	"3Iron"	"c"	"sample"	4.5896010399802
2	16	"3Iron"	"c"	"random"	2.26256234511351
2	16	"3Iron"	"c"	"crossMov"	2.68748707939789
2	16	"3Iron"	"f"	"sample"	6.37733066653401
2	16	"3Iron"	"f"	"random"	1.14414379110292
2	16	"3Iron"	"f"	"crossMov"	2.36566083326127
2	18	"Corn"	"c"	"sample"	4.99627450279978
2	18	"Corn"	"c"	"random"	2.76625139665338
2	18	"Corn"	"c"	"crossMov"	1.5504809419752
2	18	"Corn"	"f"	"sample"	7.1923399946372
2	18	"Corn"	"f"	"random"	1.1285747033095
2	18	"Corn"	"f"	"crossMov"	1.14520399364016
2	18	"3Iron"	"c"	"sample"	6.60142396764362
2	18	"3Iron"	"c"	"random"	2.78116734731013
2	18	"3Iron"	"c"	"crossMov"	1.54406691665142
2	18	"3Iron"	"f"	"sample"	7.88370671305913
2	18	"3Iron"	"f"	"random"	2.31845150946106
2	18	"3Iron"	"f"	"crossMov"	1.97597209821063
2	20	"Corn"	"c"	"sample"	5.80591994106718
2	20	"Corn"	"c"	"random"	2.13507258551801
2	20	"Corn"	"c"	"crossMov"	2.72064849647408
2	20	"Corn"	"f"	"sample"	7.14381210062483
2	20	"Corn"	"f"	"random"	1.13052891901377
2	20	"Corn"	"f"	"crossMov"	1.95612102747664
2	20	"3Iron"	"c"	"sample"	5.2218507780178
2	20	"3Iron"	"c"	"random"	2.07529556733565
2	20	"3Iron"	"c"	"crossMov"	2.17978919598931
2	20	"3Iron"	"f"	"sample"	10.2882488168426
2	20	"3Iron"	"f"	"random"	0.799262675505612
2	20	"3Iron"	"f"	"crossMov"	1.85766310040577
2	22	"Corn"	"c"	"sample"	6.83237378731191
2	22	"Corn"	"c"	"random"	2.37089802223804
2	22	"Corn"	"c"	"crossMov"	2.25973344552726
2	22	"Corn"	"f"	"sample"	11.3663863197526
2	22	"Corn"	"f"	"random"	1.77650279138742
2	22	"Corn"	"f"	"crossMov"	1.20073159400089
2	22	"3Iron"	"c"	"sample"	6.8716145927418
2	22	"3Iron"	"c"	"random"	2.3284358230743
2	22	"3Iron"	"c"	"crossMov"	2.2045424135308
2	22	"3Iron"	"f"	"sample"	9.35876599174403
2	22	"3Iron"	"f"	"random"	1.55463526289839
2	22	"3Iron"	"f"	"crossMov"	2.01818402981394
2	24	"Corn"	"c"	"sample"	7.18519081633052
2	24	"Corn"	"c"	"random"	2.26821600056366
2	24	"Corn"	"c"	"crossMov"	1.94495517416654
2	24	"Corn"	"f"	"sample"	14.7985802641328
2	24	"Corn"	"f"	"random"	1.36539983164083
2	24	"Corn"	"f"	"crossMov"	1.49467400505518
2	24	"3Iron"	"c"	"sample"	6.74874087854114
2	24	"3Iron"	"c"	"random"	2.2254858262585
2	24	"3Iron"	"c"	"crossMov"	1.78970691439783
2	24	"3Iron"	"f"	"sample"	8.62875121482403
2	24	"3Iron"	"f"	"random"	1.67967120096216
2	24	"3Iron"	"f"	"crossMov"	1.68929126176181
2	26	"Corn"	"c"	"sample"	7.55993392930839
2	26	"Corn"	"c"	"random"	2.23053679650779
2	26	"Corn"	"c"	"crossMov"	2.297185926148
2	26	"Corn"	"f"	"sample"	11.4449867497823
2	26	"Corn"	"f"	"random"	1.58280440458598
2	26	"Corn"	"f"	"crossMov"	1.57868051265847
2	26	"3Iron"	"c"	"sample"	6.26580372147393
2	26	"3Iron"	"c"	"random"	1.74625600458716
2	26	"3Iron"	"c"	"crossMov"	1.62672898494865
2	26	"3Iron"	"f"	"sample"	10.5724048921631
2	26	"3Iron"	"f"	"random"	1.27645738400444
2	26	"3Iron"	"f"	"crossMov"	2.12754562563937
2	28	"Corn"	"c"	"sample"	8.57527129905952
2	28	"Corn"	"c"	"random"	2.68075828559681
2	28	"Corn"	"c"	"crossMov"	2.8719445311557
2	28	"Corn"	"f"	"sample"	15.6630749035115
2	28	"Corn"	"f"	"random"	2.06679497285939
2	28	"Corn"	"f"	"crossMov"	2.12926583809789
2	28	"3Iron"	"c"	"sample"	8.35638169442112
2	28	"3Iron"	"c"	"random"	2.2828229664637
2	28	"3Iron"	"c"	"crossMov"	2.13713563478635
2	28	"3Iron"	"f"	"sample"	10.842934844026
2	28	"3Iron"	"f"	"random"	1.73584676987932
2	28	"3Iron"	"f"	"crossMov"	1.86247916397222
2	30	"Corn"	"c"	"sample"	7.99724764012322
2	30	"Corn"	"c"	"random"	1.97764381159273
2	30	"Corn"	"c"	"crossMov"	1.54857145137723
2	30	"Corn"	"f"	"sample"	10.442993910245
2	30	"Corn"	"f"	"random"	1.93938693517156
2	30	"Corn"	"f"	"crossMov"	1.56356324455786
2	30	"3Iron"	"c"	"sample"	6.85525669216528
2	30	"3Iron"	"c"	"random"	2.18058770788274
2	30	"3Iron"	"c"	"crossMov"	1.46074583511898
2	30	"3Iron"	"f"	"sample"	8.76456161711783
2	30	"3Iron"	"f"	"random"	1.64566106797805
2	30	"3Iron"	"f"	"crossMov"	1.86256340565654
2	32	"Corn"	"c"	"sample"	9.06152539628041
2	32	"Corn"	"c"	"random"	1.73973850720836
2	32	"Corn"	"c"	"crossMov"	2.62801687156059
2	32	"Corn"	"f"	"sample"	11.5470016369582
2	32	"Corn"	"f"	"random"	1.80073041396954
2	32	"Corn"	"f"	"crossMov"	1.15422894073487
2	32	"3Iron"	"c"	"sample"	6.81154686513042
2	32	"3Iron"	"c"	"random"	1.70717924911957
2	32	"3Iron"	"c"	"crossMov"	1.97942805060419
2	32	"3Iron"	"f"	"sample"	9.86755440664324
2	32	"3Iron"	"f"	"random"	2.01936423852623
2	32	"3Iron"	"f"	"crossMov"	1.30016343695625
3	2	"Corn"	"c"	"sample"	4.94994165762071
3	2	"Corn"	"c"	"random"	3.24182936253813
3	2	"Corn"	"c"	"crossMov"	3.58087599926075
3	2	"Corn"	"f"	"sample"	2.14467253543849
3	2	"Corn"	"f"	"random"	1.41672927020839
3	2	"Corn"	"f"	"crossMov"	1.40562682229981
3	2	"3Iron"	"c"	"sample"	2.78749136695429
3	2	"3Iron"	"c"	"random"	2.99383691836857
3	2	"3Iron"	"c"	"crossMov"	6.51419997458687
3	2	"3Iron"	"f"	"sample"	1.87095951567811
3	2	"3Iron"	"f"	"random"	1.7016933421899
3	2	"3Iron"	"f"	"crossMov"	2.14330601965339
3	4	"Corn"	"c"	"sample"	2.7542863648393
3	4	"Corn"	"c"	"random"	2.45521271015452
3	4	"Corn"	"c"	"crossMov"	2.61330549205139
3	4	"Corn"	"f"	"sample"	5.24133965870135
3	4	"Corn"	"f"	"random"	1.29847335149842
3	4	"Corn"	"f"	"crossMov"	1.02614291209194
3	4	"3Iron"	"c"	"sample"	2.13583342904046
3	4	"3Iron"	"c"	"random"	2.05963425271318
3	4	"3Iron"	"c"	"crossMov"	2.76318170787078
3	4	"3Iron"	"f"	"sample"	5.05743351767955
3	4	"3Iron"	"f"	"random"	2.57837256986238
3	4	"3Iron"	"f"	"crossMov"	1.57645591930228
3	6	"Corn"	"c"	"sample"	2.89613893766079
3	6	"Corn"	"c"	"random"	2.43662629907812
3	6	"Corn"	"c"	"crossMov"	1.65003799084628
3	6	"Corn"	"f"	"sample"	3.63218617684114
3	6	"Corn"	"f"	"random"	1.37776562849556
3	6	"Corn"	"f"	"crossMov"	1.35091731932251
3	6	"3Iron"	"c"	"sample"	2.82117118646695
3	6	"3Iron"	"c"	"random"	1.50669573623735
3	6	"3Iron"	"c"	"crossMov"	4.1756648136152
3	6	"3Iron"	"f"	"sample"	3.15731992427217
3	6	"3Iron"	"f"	"random"	1.62591117556175
3	6	"3Iron"	"f"	"crossMov"	1.23590791840241
3	8	"Corn"	"c"	"sample"	4.51395857732666
3	8	"Corn"	"c"	"random"	1.80632880355148
3	8	"Corn"	"c"	"crossMov"	3.24949862109436
3	8	"Corn"	"f"	"sample"	3.54549340535368
3	8	"Corn"	"f"	"random"	1.13143289547225
3	8	"Corn"	"f"	"crossMov"	2.41702104278448
3	8	"3Iron"	"c"	"sample"	2.76307759030056
3	8	"3Iron"	"c"	"random"	2.40416964111547
3	8	"3Iron"	"c"	"crossMov"	2.32392405347923
3	8	"3Iron"	"f"	"sample"	2.40810999220351
3	8	"3Iron"	"f"	"random"	2.44670877378237
3	8	"3Iron"	"f"	"crossMov"	1.99311933436877
3	10	"Corn"	"c"	"sample"	5.93415695997604
3	10	"Corn"	"c"	"random"	2.51642517341227
3	10	"Corn"	"c"	"crossMov"	1.88091797860612
3	10	"Corn"	"f"	"sample"	8.31768512269433
3	10	"Corn"	"f"	"random"	1.65003438015045
3	10	"Corn"	"f"	"crossMov"	1.92050035060679
3	10	"3Iron"	"c"	"sample"	4.39459621888803
3	10	"3Iron"	"c"	"random"	2.37546365989359
3	10	"3Iron"	"c"	"crossMov"	2.17957243841938
3	10	"3Iron"	"f"	"sample"	7.10584375126059
3	10	"3Iron"	"f"	"random"	1.81093978019825
3	10	"3Iron"	"f"	"crossMov"	1.8868110103255
3	12	"Corn"	"c"	"sample"	4.44984969838616
3	12	"Corn"	"c"	"random"	1.80910651917107
3	12	"Corn"	"c"	"crossMov"	1.89249554734782
3	12	"Corn"	"f"	"sample"	6.34796803851687
3	12	"Corn"	"f"	"random"	1.07218442409068
3	12	"Corn"	"f"	"crossMov"	2.29763777433274
3	12	"3Iron"	"c"	"sample"	5.35547573814393
3	12	"3Iron"	"c"	"random"	1.86309969910433
3	12	"3Iron"	"c"	"crossMov"	2.07686602629195
3	12	"3Iron"	"f"	"sample"	5.3603214041959
3	12	"3Iron"	"f"	"random"	1.86462794972907
3	12	"3Iron"	"f"	"crossMov"	1.94714496725429
3	14	"Corn"	"c"	"sample"	4.72213383667298
3	14	"Corn"	"c"	"random"	2.57347479057504
3	14	"Corn"	"c"	"crossMov"	2.07687503271565
3	14	"Corn"	"f"	"sample"	8.39204229750229
3	14	"Corn"	"f"	"random"	1.36296634019002
3	14	"Corn"	"f"	"crossMov"	1.43054352250297
3	14	"3Iron"	"c"	"sample"	3.95428946041323
3	14	"3Iron"	"c"	"random"	2.36848166642531
3	14	"3Iron"	"c"	"crossMov"	1.46216733750492
3	14	"3Iron"	"f"	"sample"	5.66280402900135
3	14	"3Iron"	"f"	"random"	1.77110877904114
3	14	"3Iron"	"f"	"crossMov"	1.59011952679591
3	16	"Corn"	"c"	"sample"	5.17404777726612
3	16	"Corn"	"c"	"random"	2.13945780837838
3	16	"Corn"	"c"	"crossMov"	1.84320673615412
3	16	"Corn"	"f"	"sample"	8.70412013971057
3	16	"Corn"	"f"	"random"	1.64872800225197
3	16	"Corn"	"f"	"crossMov"	2.05100602776026
3	16	"3Iron"	"c"	"sample"	6.47267843615669
3	16	"3Iron"	"c"	"random"	1.59791028395798
3	16	"3Iron"	"c"	"crossMov"	1.64963598381992
3	16	"3Iron"	"f"	"sample"	8.17748243130991
3	16	"3Iron"	"f"	"random"	0.989870192896494
3	16	"3Iron"	"f"	"crossMov"	2.31224911680766
3	18	"Corn"	"c"	"sample"	6.47897474355612
3	18	"Corn"	"c"	"random"	1.94687697933488
3	18	"Corn"	"c"	"crossMov"	2.77051626613561
3	18	"Corn"	"f"	"sample"	11.6441896448563
3	18	"Corn"	"f"	"random"	0.937459262556093
3	18	"Corn"	"f"	"crossMov"	1.4314511305223
3	18	"3Iron"	"c"	"sample"	6.37819655237368
3	18	"3Iron"	"c"	"random"	1.46973185205009
3	18	"3Iron"	"c"	"crossMov"	2.2198314285529
3	18	"3Iron"	"f"	"sample"	9.13316474279458
3	18	"3Iron"	"f"	"random"	1.89118438365185
3	18	"3Iron"	"f"	"crossMov"	2.15974163546752
3	20	"Corn"	"c"	"sample"	7.19797515923322
3	20	"Corn"	"c"	"random"	2.34154322117765
3	20	"Corn"	"c"	"crossMov"	1.95280005441306
3	20	"Corn"	"f"	"sample"	12.0384652227598
3	20	"Corn"	"f"	"random"	1.99747191282424
3	20	"Corn"	"f"	"crossMov"	1.30683263293031
3	20	"3Iron"	"c"	"sample"	7.10179531290061
3	20	"3Iron"	"c"	"random"	1.61756887329906
